City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Ketchikan,US,55.3422,-131.6461,48.18,65,1,6.91,clear sky
460,Hatillo,PR,18.4863,-66.8254,80.85,90,92,3.0,overcast clouds
461,Codrington,AU,-38.2667,141.9667,62.8,69,97,9.15,light rain
462,Nadvoitsy,RU,63.8667,34.3167,45.57,84,100,13.76,overcast clouds
463,Viedma,AR,-40.8135,-62.9967,44.37,60,42,18.9,scattered clouds
464,Komsomolskiy,UZ,40.4272,71.7189,54.82,71,75,2.3,broken clouds
465,San Miguel,SV,13.4833,-88.1833,73.78,97,92,2.62,light rain
466,Kaiwaka,NZ,-36.1667,174.45,66.69,87,100,7.49,overcast clouds
467,Sabzevar,IR,36.2126,57.6819,63.68,19,40,27.63,scattered clouds
468,Eyl,SO,7.9803,49.8164,85.53,60,47,18.99,scattered clouds
469,Buluang,PH,13.3068,123.3425,84.76,68,100,5.01,overcast clouds
470,Bilma,NE,18.6853,12.9164,75.63,20,9,8.63,clear sky
471,Buraydah,SA,26.326,43.975,82.85,18,1,14.25,clear sky
472,Ixtapa,MX,20.7,-105.2,80.22,86,94,1.99,overcast clouds
473,Faanui,PF,-16.4833,-151.75,79.0,68,4,14.14,clear sky
474,Flinders,AU,-34.5833,150.8552,74.48,51,0,4.0,clear sky
475,Bonthe,SL,7.5264,-12.505,77.7,85,99,3.49,overcast clouds
476,Baracoa,CU,20.3467,-74.4958,80.47,87,98,9.24,overcast clouds
477,San Matias,BO,-16.3667,-58.4,72.64,90,50,4.76,scattered clouds
478,Dinguiraye,GN,11.3,-10.7167,69.42,93,91,2.04,overcast clouds
479,Amarante Do Maranhao,BR,-5.5667,-46.7422,75.67,65,28,3.56,scattered clouds
480,Bulembu,SZ,-25.9667,31.1333,58.23,74,96,1.57,overcast clouds
481,Leninskoye,KZ,41.7589,69.3864,53.53,39,93,7.47,overcast clouds
482,Porto Nacional,BR,-10.7081,-48.4172,80.6,55,100,1.12,overcast clouds
483,San Juan,AR,-31.5375,-68.5364,61.74,18,0,23.15,clear sky
484,Bellevue,US,47.6104,-122.2007,52.39,89,1,1.99,clear sky
485,Songjianghe,CN,42.1859,127.479,52.66,61,100,4.43,light rain
486,Kholm,RU,59.2667,32.85,44.31,80,79,9.98,broken clouds
487,Yulara,AU,-25.2406,130.9889,94.84,10,61,18.41,broken clouds
488,Rostovka,RU,55.3842,71.8891,37.81,58,15,6.98,few clouds
489,Nouakchott,MR,18.0858,-15.9785,75.13,65,46,7.27,scattered clouds
490,Gushikawa,JP,26.3544,127.8686,85.23,76,75,19.57,broken clouds
491,Kamenka,RU,51.3223,42.7678,41.9,43,13,11.48,few clouds
492,Vanavara,RU,60.34,102.2797,34.83,52,68,11.52,broken clouds
493,Saint Anthony,US,45.0205,-93.218,61.93,88,1,1.01,mist
494,Nizhnyaya Tura,RU,58.6293,59.8118,43.54,65,97,5.48,overcast clouds
495,Nuevo Progreso,MX,23.1667,-97.95,72.59,71,15,5.21,few clouds
496,Plettenberg Bay,ZA,-34.0527,23.3716,61.48,63,53,2.42,broken clouds
497,Pestravka,RU,52.405,49.9583,43.86,44,100,9.01,overcast clouds
498,Kapoeta,SS,4.7717,33.5903,74.5,80,50,6.31,light rain
499,Racconigi,IT,44.7698,7.6789,57.09,90,40,2.62,scattered clouds
500,Kikwit,CD,-5.041,18.8162,72.88,86,90,1.39,overcast clouds
501,Huambo,AO,-12.7761,15.7392,67.51,59,100,0.69,overcast clouds
502,Bandarban,BD,22.1965,92.2262,87.51,52,24,4.23,few clouds
503,Biak,ID,-0.9131,122.8766,83.37,65,83,3.8,broken clouds
504,Kaz,RU,52.9113,87.3105,48.67,58,22,3.29,few clouds
505,Torbat-E Jam,IR,35.244,60.6225,67.1,16,0,3.42,clear sky
506,Grindavik,IS,63.8424,-22.4338,40.95,81,75,12.66,broken clouds
507,Emmett,US,43.8735,-116.4993,69.93,28,81,2.17,broken clouds
508,Luwuk,ID,-0.9516,122.7875,86.09,64,84,5.08,broken clouds
509,Beringovskiy,RU,63.05,179.3167,33.26,83,100,17.31,light snow
510,San Juan De Opoa,HN,14.7833,-88.7,67.32,99,79,0.81,light rain
511,Baykit,RU,61.67,96.37,31.69,86,100,10.2,light snow
512,Kabo,CF,7.6994,18.629,72.63,93,100,2.95,overcast clouds
513,Sandy Bay,AU,-42.913,147.3532,66.06,49,20,1.01,few clouds
514,Vyartsilya,RU,62.1764,30.693,45.75,85,100,12.41,overcast clouds
515,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,14.63,broken clouds
516,Dunda,TZ,-8.1167,34.25,74.61,43,65,7.47,broken clouds
517,Barvinkove,UA,48.9097,37.0205,45.32,41,3,17.22,clear sky
518,Klyuchi,RU,52.2667,79.1667,37.62,78,89,10.22,overcast clouds
519,Orumiyeh,IR,37.5527,45.0761,53.15,54,20,6.91,few clouds
520,Cedar City,US,37.6775,-113.0619,51.4,82,1,0.0,clear sky
521,Dudinka,RU,69.4058,86.1778,36.57,100,100,14.12,light rain
522,Khuzdar,PK,27.7384,66.6434,81.84,31,3,10.18,clear sky
523,Asau,RO,46.4333,26.4,42.76,68,28,3.44,scattered clouds
524,Nancha,CN,47.1333,129.2667,55.76,43,95,8.05,overcast clouds
525,Progreso,MX,21.2833,-89.6667,77.11,85,60,7.92,broken clouds
526,Lazaro Cardenas,MX,17.9583,-102.2,78.6,90,55,3.49,broken clouds
527,Bilibino,RU,68.0546,166.4372,3.94,98,75,3.69,broken clouds
528,Karla,EE,59.3723,24.9275,50.58,72,0,12.66,clear sky
529,Lagoa,PT,39.05,-27.9833,72.23,83,100,15.64,overcast clouds
530,Atar,MR,20.5169,-13.0499,81.79,24,1,10.58,clear sky
531,Gazanjyk,TM,39.2446,55.5154,58.32,26,62,22.77,broken clouds
532,Hirara,JP,24.8,125.2833,89.46,70,75,16.11,broken clouds
533,Distraccion,CO,10.8969,-72.8861,74.39,95,70,1.86,broken clouds
534,Itaunja,IN,27.0833,80.9167,91.38,54,5,1.3,clear sky
535,Port Hedland,AU,-20.3167,118.5667,86.05,48,0,14.97,clear sky
536,Jalu,LY,29.0331,21.5482,66.4,62,0,7.56,clear sky
537,Tiverton,GB,50.9,-3.4833,54.05,92,69,1.99,broken clouds
538,Danilov,RU,58.1908,40.1717,41.02,71,3,6.62,clear sky
539,Half Moon Bay,US,37.4636,-122.4286,60.71,88,90,4.61,mist
540,Ormara,PK,25.2088,64.6357,80.98,79,1,6.29,clear sky
541,Christiansfeld,DK,55.3582,9.487,54.16,93,100,6.91,overcast clouds
542,Jega,NG,12.2175,4.3792,78.24,72,84,6.93,broken clouds
543,Zheleznodorozhnyy,RU,55.7503,38.0042,46.62,67,7,6.87,clear sky
544,Ushtobe,KZ,45.2514,77.9838,43.95,32,42,5.88,scattered clouds
545,Krasnovishersk,RU,60.4078,57.082,41.23,78,83,4.23,broken clouds
546,Alofi,NU,-19.0595,-169.9187,76.89,83,100,9.22,overcast clouds
547,Makarov,RU,48.6333,142.8,47.52,67,75,5.93,broken clouds
548,Roald,NO,62.5833,6.1333,53.33,87,75,6.91,broken clouds
549,Mahibadhoo,MV,3.7833,72.9667,84.0,73,78,15.17,broken clouds
550,Porto Velho,BR,-8.7619,-63.9039,77.05,94,40,4.61,light rain
551,Mattru,SL,7.6244,-11.8332,73.4,97,97,2.04,overcast clouds
552,Kaharlyk,UA,49.8623,30.8282,45.43,69,6,12.48,clear sky
553,Quang Ngai,VN,15.1167,108.8,75.38,99,100,5.39,light rain
554,Upington,ZA,-28.4478,21.2561,61.18,21,0,1.14,clear sky
555,Chipinge,ZW,-20.1883,32.6236,68.86,65,63,4.94,broken clouds
556,Shieli,KZ,44.1667,66.75,46.38,29,3,24.83,clear sky
557,Iqaluit,CA,63.7506,-68.5145,38.93,86,75,11.99,moderate rain
558,Shimoda,JP,34.6667,138.95,79.16,75,20,17.18,few clouds
559,Maracaju,BR,-21.6144,-55.1683,75.76,67,20,3.78,few clouds
560,Paamiut,GL,61.994,-49.6678,36.59,66,100,14.43,overcast clouds
561,Uruzgan,AF,32.8333,66.0,72.93,12,0,2.75,clear sky
562,Esperance,AU,-33.8667,121.9,62.44,53,58,10.11,broken clouds
563,Alghero,IT,40.5589,8.3181,68.09,73,20,3.44,few clouds
564,Mercedes,AR,-34.6515,-59.4307,57.85,75,1,9.08,clear sky
565,Zaranj,AF,30.9667,61.8833,73.36,12,83,3.6,broken clouds
566,Pangody,RU,65.85,74.4859,43.61,72,14,14.61,few clouds
567,Villa Carlos Paz,AR,-31.4241,-64.4978,55.38,47,0,4.05,clear sky
568,Bow Island,CA,49.8668,-111.3684,58.26,34,12,6.91,few clouds
569,Urusha,RU,54.05,122.9,43.52,37,4,3.6,clear sky
570,El Alto,PE,-4.2714,-81.2147,63.88,83,67,14.32,broken clouds
571,Teguise,ES,29.0605,-13.564,70.02,73,75,9.22,broken clouds
572,Outjo,NA,-20.1167,16.15,69.13,13,55,7.05,broken clouds
573,Urumqi,CN,43.801,87.6005,52.75,35,0,11.18,clear sky
574,Sangar,RU,63.9242,127.4739,35.38,72,67,5.53,broken clouds
575,Umm Lajj,SA,25.0213,37.2685,83.23,48,0,11.92,clear sky
576,Banjar,ID,-8.19,114.9675,80.46,64,60,7.2,broken clouds
577,Muros,ES,42.7762,-9.0603,62.83,97,48,6.31,scattered clouds
578,Sorland,NO,67.667,12.6934,46.47,73,99,4.23,overcast clouds
579,Tshikapa,CD,-6.4167,20.8,73.47,90,100,2.86,overcast clouds
580,Auki,SB,-8.7676,160.7034,84.25,66,42,1.39,scattered clouds
581,Kodinsk,RU,58.6881,99.1844,39.83,44,46,7.0,scattered clouds
582,Kavaratti,IN,10.5669,72.642,80.2,83,100,10.2,overcast clouds
583,Hit,IQ,33.6416,42.8251,80.82,23,0,5.37,clear sky
584,Ukiah,US,39.1502,-123.2078,59.04,85,1,3.44,clear sky
585,Fallon,US,39.4735,-118.7774,67.87,34,90,12.66,smoke
586,Hay River,CA,60.8156,-115.7999,35.58,93,75,2.3,broken clouds
587,Kiruna,SE,67.8557,20.2251,40.12,87,48,11.5,scattered clouds
588,Waingapu,ID,-9.6567,120.2641,83.98,60,89,10.27,overcast clouds
589,Pisco,PE,-13.7,-76.2167,61.02,82,100,10.36,overcast clouds
590,Adrar,MR,20.5022,-10.0711,80.29,20,1,10.36,clear sky
591,Fare,PF,-16.7,-151.0167,78.75,68,3,13.85,clear sky
592,Resistencia,AR,-27.4606,-58.9839,66.25,70,90,3.44,overcast clouds
593,Esmeraldas,BR,-19.7625,-44.3139,74.26,88,51,9.64,broken clouds
594,Chambersburg,US,39.9376,-77.6611,67.77,94,100,3.56,overcast clouds
595,Krasnyy Kut,RU,50.95,46.9667,43.07,38,72,10.29,broken clouds
596,Chimbote,PE,-9.0853,-78.5783,61.66,88,76,7.27,broken clouds
597,Shingu,JP,33.7333,135.9833,81.59,55,33,3.24,scattered clouds
598,Chilca,PE,-12.5211,-76.7372,61.09,91,97,4.43,overcast clouds
599,Nkayi,CG,-4.1841,13.2884,76.28,74,99,2.28,overcast clouds
600,Sai Buri,TH,6.7013,101.6168,87.51,77,100,9.57,overcast clouds
601,Abu Dhabi,AE,24.4667,54.3667,87.91,58,0,10.36,clear sky
602,Elko,US,41.0002,-115.5012,64.42,38,88,5.01,overcast clouds
603,Opuwo,NA,-18.0607,13.84,70.97,16,86,2.33,overcast clouds
604,Kendari,ID,-3.945,122.4989,88.36,57,53,6.82,broken clouds
605,Sembe,CG,1.6481,14.5806,72.5,90,68,0.04,broken clouds
606,Bonavista,CA,48.6499,-53.1147,43.12,80,20,12.41,few clouds
607,Aksu,CN,41.1231,80.2644,60.76,37,69,1.79,broken clouds
608,Oksfjord,NO,70.2396,22.3479,48.27,91,100,8.57,light rain
609,Cabras,IT,39.93,8.5314,66.07,71,100,8.32,overcast clouds
610,Riverton,US,40.5219,-111.9391,63.82,63,40,1.01,scattered clouds
611,Ishinomaki,JP,38.4167,141.3,64.4,80,100,7.16,overcast clouds
612,Prince Rupert,CA,54.3161,-130.3201,47.89,82,1,2.3,clear sky
613,Saiha,IN,22.4833,92.9667,88.63,53,23,3.91,few clouds
614,Svetlaya,RU,46.5389,138.3297,56.77,36,7,4.85,clear sky
615,Landskrona,SE,55.8708,12.8302,53.98,90,92,12.62,overcast clouds
616,Camalu,MX,30.85,-116.0667,66.92,73,0,2.98,clear sky
617,Serik,TR,36.9169,31.0989,70.05,34,0,8.81,clear sky
618,Emba,KZ,48.8264,58.1442,40.95,37,38,7.29,scattered clouds
619,Tavda,RU,58.0425,65.2726,45.25,63,90,5.86,overcast clouds
620,Bowen,AU,-20.0167,148.2333,82.62,73,61,16.64,broken clouds
621,Octeville,FR,49.6261,-1.6435,57.06,71,75,14.97,broken clouds
622,Baisha,CN,26.5222,110.9311,88.52,45,34,5.19,scattered clouds
623,Bone,DE,51.9669,12.1396,51.44,88,77,8.84,broken clouds
624,Yumen,CN,40.2833,97.2,62.92,28,34,16.82,scattered clouds
625,Cuamba,MZ,-14.8031,36.5372,80.87,48,60,2.01,broken clouds
626,Peniche,PT,39.3558,-9.3811,62.56,93,5,12.46,clear sky
627,Vozrozhdeniye,RU,44.5503,38.2136,48.24,74,32,18.68,scattered clouds
628,Tucumcari,US,35.1717,-103.725,58.84,58,1,5.75,clear sky
629,Qasigiannguit,GL,68.8193,-51.1922,23.76,76,100,4.41,overcast clouds
630,Saint-Francois,FR,46.4154,3.9054,49.48,96,75,1.14,broken clouds
631,Wakkanai,JP,45.4094,141.6739,57.18,51,75,17.27,broken clouds
632,Tezu,IN,27.9167,96.1667,88.81,52,28,3.83,scattered clouds
633,Bressuire,FR,46.9167,-0.5,47.05,92,65,6.06,broken clouds
634,Marzuq,YE,14.4,46.4667,85.08,30,6,5.26,clear sky
635,Makinsk,KZ,52.6292,70.4169,27.93,71,14,9.22,few clouds
636,Aconibe,GQ,1.2968,10.9369,68.32,98,100,0.56,overcast clouds
637,Sri Aman,MY,1.2376,111.4621,87.85,79,40,3.44,scattered clouds
638,Hofn,IS,64.2539,-15.2082,38.12,75,100,10.87,overcast clouds
639,Governador Valadares,BR,-18.8511,-41.9494,75.15,75,43,5.35,scattered clouds
640,Houston,US,29.7633,-95.3633,73.9,75,46,4.23,scattered clouds
641,Volot,RU,57.9278,30.7025,45.68,76,33,12.26,scattered clouds
642,Fayaoue,NC,-20.65,166.5333,77.81,74,0,7.02,clear sky
643,Tatui,BR,-23.3556,-47.8569,66.63,87,83,9.89,broken clouds
644,Sarankhola,BD,22.3082,89.7897,91.26,60,15,1.77,few clouds
645,Challans,FR,46.8436,-1.8749,48.27,82,82,8.19,broken clouds
646,Katobu,ID,-4.9408,122.5276,86.41,61,74,1.9,broken clouds
647,Elizabeth City,US,36.2946,-76.2511,75.02,97,1,0.0,clear sky
648,Ebolowa,CM,2.9,11.15,69.76,99,99,1.3,light rain
649,Baoshan,CN,46.5586,131.4244,56.93,37,85,8.66,overcast clouds
650,Jaca,ES,42.569,-0.5499,50.2,90,100,6.96,overcast clouds
651,Cairns,AU,-16.9167,145.7667,93.07,62,35,14.97,scattered clouds
652,Gudari,IN,19.35,83.7833,88.7,65,27,1.41,scattered clouds
653,Kailua,US,21.4022,-157.7394,80.58,72,20,8.05,few clouds
654,Porsa,IN,26.67,78.3747,91.81,48,76,0.74,broken clouds
655,Segou,ML,13.4317,-6.2157,77.7,68,12,3.31,few clouds
656,Mao,ES,39.8885,4.2658,68.56,73,75,10.36,broken clouds
657,Serenje,ZM,-13.2325,30.2352,74.32,42,33,10.51,scattered clouds
658,Yara,CU,20.2753,-76.9533,74.19,75,98,3.31,moderate rain
659,Bulaevo,KZ,54.9056,70.4439,35.53,67,13,6.31,few clouds
660,Oistins,BB,13.0667,-59.5333,82.49,69,40,20.71,scattered clouds
661,Narasannapeta,IN,18.4167,84.05,87.04,70,53,6.06,broken clouds
662,Piltene,LV,57.2243,21.6744,53.55,62,0,11.5,clear sky
663,Altamont,US,42.2068,-121.7372,46.89,74,1,1.01,clear sky
664,Ilula,TZ,-7.6766,36.0366,70.7,49,76,5.48,broken clouds
665,Krasnogvardeyskoye,RU,45.8456,41.5186,43.57,47,73,20.45,broken clouds
666,Ramsar,IR,36.9226,50.6426,65.64,72,75,0.0,broken clouds
667,Sisophon,KH,13.5859,102.9737,87.64,67,93,4.85,moderate rain
668,Mandalgovi,MN,45.7625,106.2708,52.75,33,4,10.36,clear sky
669,Florianopolis,BR,-27.6146,-48.5012,64.42,75,90,5.75,overcast clouds
670,Sola,VU,-13.8833,167.55,81.1,75,66,9.57,broken clouds
671,Ilebo,CD,-4.3167,20.5833,72.39,90,97,0.56,overcast clouds
672,Santa Cruz,BO,-17.8,-63.1667,71.06,68,91,17.27,overcast clouds
673,Chicama,PE,-7.8447,-79.1469,63.61,84,78,5.77,broken clouds
674,Taoudenni,ML,22.6783,-3.9836,87.19,12,16,7.92,few clouds
675,Qaqortoq,GL,60.7167,-46.0333,34.65,46,12,7.18,few clouds
676,Port-Gentil,GA,-0.7193,8.7815,76.96,88,75,9.22,broken clouds
677,Ginda,IN,30.6945,78.4932,74.66,49,0,5.86,clear sky
678,Egvekinot,RU,66.3167,-179.1667,28.98,90,100,12.35,overcast clouds
679,Kimbe,PG,-5.5502,150.1429,79.79,86,100,2.37,moderate rain
680,Manzanillo,CU,20.3433,-77.1167,75.25,80,95,3.87,moderate rain
681,Cocorit,MX,27.5833,-109.9667,83.71,45,74,3.56,broken clouds
682,Ust-Ishim,RU,57.6935,71.1665,34.07,97,95,4.47,overcast clouds
683,Wahiawa,US,21.5028,-158.0236,77.32,73,90,0.0,overcast clouds
684,Porterville,US,36.0652,-119.0168,68.59,42,1,6.91,clear sky
685,Rio Gallegos,AR,-51.6226,-69.2181,35.65,69,0,8.05,clear sky
686,Kangaatsiaq,GL,68.3065,-53.4641,32.72,67,100,9.51,overcast clouds
687,Taihe,CN,30.8712,105.3845,61.7,90,100,11.21,light rain
688,Hachinohe,JP,40.5,141.5,66.81,75,84,4.83,broken clouds
689,Powell River,CA,49.8496,-124.5361,51.8,86,87,5.73,overcast clouds
690,Bera,BD,24.0833,89.6167,89.67,58,5,2.17,clear sky
691,Unhel,IN,23.3333,75.5667,86.54,61,49,7.83,scattered clouds
